index,ID,SMILES,InChIKey,Solubility,split
6634,B-4420,NC(=S)Nc1cccc2ccccc12,PIVQQUNOTICCSA-UHFFFAOYSA-N,-2.5278,1
6635,B-4421,NC(=S)Nc1ccccc1,FULZLIGZKMKICU-UHFFFAOYSA-N,-1.7898,1
6636,B-4423,Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,HGUFODBRKLSHSI-UHFFFAOYSA-N,-9.2068,1
6637,B-4424,Clc1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1Cl,FOIBFBMSLDGNHL-UHFFFAOYSA-N,-12.0605,1
6638,B-4426,Clc1cc(Cl)c2Oc3cc(Cl)cc(Cl)c3Oc2c1,OTQFXRBLGNEOGH-UHFFFAOYSA-N,-9.0027,1
6639,B-4427,Clc1ccc2Oc3cc(Cl)ccc3Oc2c1,NBFMTHWVRBOVPE-UHFFFAOYSA-N,-7.8292,1
6640,B-4428,Clc1cc2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2cc1Cl,WCYYQNSQJHPVMG-UHFFFAOYSA-N,-10.9486,1
6641,B-4430,Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1,WRNGAZFESPEMCN-UHFFFAOYSA-N,-9.4728,1
6642,B-4431,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,KSMVNVHUTQZITP-UHFFFAOYSA-N,-8.6456,1
6643,B-4432,Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)cc3Oc2c1,SKGXYFVQZVPEFP-UHFFFAOYSA-N,-8.8744,1
6644,B-4435,Clc1cccc(c1Cl)c2c(Cl)ccc(Cl)c2Cl,QVWUJLANSDKRAH-UHFFFAOYSA-N,-6.7798,1
6645,B-4439,Oc1ccccc1C(=O)Nc2ccccc2,WKEDVNSFRWHDNR-UHFFFAOYSA-N,-3.5885,1
6646,B-444,OCC1CCCCO1,ROTONRWJLXYJBD-UHFFFAOYSA-N,0.9349,1
6647,B-4440,O=C(OOC(=O)c1ccccc1)c2ccccc2,OMPJBNCRMGITSC-UHFFFAOYSA-N,-4.4252,1
6648,B-4441,CC(=O)Nc1ccc(cc1)[S](N)(=O)=O,PKOFBDHYTMYVGJ-UHFFFAOYSA-N,-1.6066,1
6649,B-4442,CCC1(C(=O)NCNC1=O)c2ccccc2,DQMZLTXERSFNPB-UHFFFAOYSA-N,-2.64,1
6650,B-4447,CN1CC(=O)N=C1N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,-0.1499,1
6651,B-4448,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,YPHMISFOHDHNIV-FSZOTQKASA-N,-1.127,1
6652,B-4449,[O-][N+](=O)C(Cl)(Cl)Cl,LFHISGNCFUNFFM-UHFFFAOYSA-N,-2.0063,1
6653,B-445,CCN1CCOCC1,HVCNXQOWACZAFN-UHFFFAOYSA-N,0.9386,1
6654,B-4450,CCC1(CCC(=O)NC1=O)c2ccccc2,JMBQKKAJIKAWKF-UHFFFAOYSA-N,-2.3374,1
6655,B-4451,[O-][N+](=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,MOYKHGMNXAOIAT-JGWLITMVSA-N,-2.6328,1
6656,B-4453,O=C1NNC(=O)C=C1,BGRDGMRNKXEXQD-UHFFFAOYSA-N,-1.2714,1
6657,B-4455,Cc1cc(N)nc(C)n1,BJJDXAFKCKSLTE-UHFFFAOYSA-N,-1.2843,1
6658,B-4456,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,VYMDGNCVAMGZFE-UHFFFAOYSA-N,-3.8124,1
6659,B-4457,CC(C)(S)[C@@H](N)C(O)=O,VVNCNSJFMMFHPL-VKHMYHEASA-N,-0.1285,1
6660,B-4458,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,LNEPOXFFQSENCJ-UHFFFAOYSA-N,-4.4289,1
6661,B-4459,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,WIIZWVCIJKGZOK-UHFFFAOYSA-N,-2.1114,1
6662,B-4460,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,QMGVPVSNSZLJIA-FVWCLLPLSA-N,-3.3202,1
6663,B-4463,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,-0.6286,1
6664,B-4464,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-N,-4.1546,1
6665,B-4465,CN(C)CCCN1c2ccccc2Sc3ccccc13,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,-4.3017,1
6666,B-4469,CN1N(C(=O)C=C1C)c2ccccc2,VEQOALNAAJBPNY-UHFFFAOYSA-N,-0.5642,1
6667,B-447,CC(Oc1cccc(Cl)c1)C(O)=O,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,-2.2232,1
6668,B-4470,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,PWWVAXIEGOYWEE-UHFFFAOYSA-N,-4.2597,1
6669,B-4471,[O-][N+](=O)c1sc(nc1)N2CCNC2=O,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,-3.2169,1
6670,B-4474,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,PLDUPXSUYLZYBN-UHFFFAOYSA-N,-4.1488,1
6671,B-4475,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,HDZZVAMISRMYHH-UHFFFAOYSA-N,-1.9515,1
6672,B-4476,Nc1ccc(cc1)[S](=O)(=O)Nc2sccn2,JNMRHUJNCSQMMB-UHFFFAOYSA-N,-2.4248,1
6673,B-4477,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,-3.4585,1
6674,B-4480,Cn1cnc2N(C)C(=O)NC(=O)c12,YAPQBXQYLJRXSA-UHFFFAOYSA-N,-2.7372,1
6675,B-4481,O=C1NC(=O)c2ccccc12,XKJCHHZQLQNZHY-UHFFFAOYSA-N,-2.6114,1
6676,B-4486,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,-4.5238,1
6677,B-4487,COc1cc(N[S](=O)(=O)c2ccc(N)cc2)nc(OC)n1,ZZORFUFYDOWNEF-UHFFFAOYSA-N,-2.9565,1
6678,B-4488,COC1CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O,IIUZTXTZRGLYTI-LKUJNTHKSA-N,-4.611,1
6679,B-4489,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,HFHZKZSRXITVMK-UHFFFAOYSA-N,-3.7329,1
6680,B-4492,Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,VACCAVUAMIDAGB-UHFFFAOYSA-N,-2.4107,1
6681,B-4493,OCC(O)C(O)CO,UNXHWFMMPAWVPI-UHFFFAOYSA-N,0.6985,1
6682,B-4494,CN[C@@H](C)[C@H](O)c1ccccc1,KWGRBVOPPLSCSI-WPRPVWTQSA-N,-0.4147,1
6683,B-4495,O=C1N=CN=C2NNC=C12,OFCNXPDARWKPPY-UHFFFAOYSA-N,-2.3788,1
6684,B-4496,CCCCNC(=O)N[S](=O)(=O)c1ccc(N)cc1,VDTNNGKXZGSZIP-UHFFFAOYSA-N,-2.1782,1
6685,B-4497,COc1cc2N3C4[C@@H]5C(CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,RRKTZKIUPZVBMF-PLNGPGDESA-N,-2.0909,1
6686,B-45,CC(C)O[P](F)(=O)OC(C)C,MUCZHBLJLSDCSD-UHFFFAOYSA-N,-1.0777,1
6687,B-450,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3,RKUNBYITZUJHSG-VFSICIBPSA-N,-1.91,1
6688,B-4501,Nc1ccc(cc1)[S](=O)(=O)Nc2ccnn2c3ccccc3,QWCJHSGMANYXCW-UHFFFAOYSA-N,-2.3213,1
6689,B-4502,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3,SBHXYTNGIZCORC-ZDUSSCGKSA-N,-3.6147,1
6690,B-4503,Cc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1,DZQVFHSCSRACSX-UHFFFAOYSA-N,-2.82,1
6691,B-4504,COc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1,GPTONYMQFTZPKC-UHFFFAOYSA-N,-2.5843,1
6692,B-4505,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NC2CCCCC2,RIGBPMDIGYBTBJ-UHFFFAOYSA-N,-4.207,1
6693,B-4506,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,-2.6183,1
6694,B-4507,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,-2.8608,1
6695,B-451,Oc1ccc(Cc2ccccc2)cc1,HJSPWKGEPDZNLK-UHFFFAOYSA-N,-3.4009,1
6696,B-4510,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,VPGRYOFKCNULNK-ACXQXYJUSA-N,-4.6301,1
6697,B-4511,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,GFNANZIMVAIWHM-OBYCQNJPSA-N,-3.6929,1
6698,B-4512,CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,SNHRLVCMMWUAJD-SUYDQAKGSA-N,-4.7101,1
6699,B-4514,Nc1ccccc1O,CDAWCLOXVUBKRW-UHFFFAOYSA-N,-0.7369,1
6700,B-4515,Nc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,QXYMVUZOGFVPGH-UHFFFAOYSA-N,-2.4862,1
6701,B-4516,Nc1cccc(c1)[N+]([O-])=O,XJCVRTZCHMZPBD-UHFFFAOYSA-N,-2.0611,1
6702,B-4517,Nc1ccc(cc1)[N+]([O-])=O,TYMLOMAKGOJONV-UHFFFAOYSA-N,-2.2782,1
6703,B-4520,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,-2.5976,1
6704,B-4522,Cc1ccc(O)c(c1)[N+]([O-])=O,SYDNSSSQVSOXTN-UHFFFAOYSA-N,-2.3837,1
6705,B-4524,Oc1ccc(C=O)cc1,RGHHSNMVTDWUBI-UHFFFAOYSA-N,-0.9762,1
6706,B-4525,Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,UWEZBKLLMKVIPI-UHFFFAOYSA-N,-2.6796,1
6707,B-4526,Oc1cc(F)ccc1[N+]([O-])=O,QQURWFRNETXFTN-UHFFFAOYSA-N,-2.05,1
6708,B-4527,Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,ZXVONLUNISGICL-UHFFFAOYSA-N,-3.0003,1
6709,B-4528,Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,JCRIDWXIBSEOEG-UHFFFAOYSA-N,-2.7668,1
6710,B-4529,Oc1cccc(O)c1[N+]([O-])=O,ZLCPKMIJYMHZMJ-UHFFFAOYSA-N,-2.0734,1
6711,B-4530,Oc1ccc(cc1[N+]([O-])=O)c2ccccc2,JDDNJJBXFOLPKX-UHFFFAOYSA-N,-4.4101,1
6712,B-4531,CCC(C)c1ccc(O)c(c1)[N+]([O-])=O,GCDCKEORRIGZKI-UHFFFAOYSA-N,-3.8403,1
6713,B-4532,Nc1ccc(C(O)=O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N,-1.9572,1
6714,B-4534,Nc1cccc(c1)C(O)=O,XFDUHJPVQKIXHO-UHFFFAOYSA-N,-1.3663,1
6715,B-4536,OC(=O)c1ccc(O)c(O)c1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,-0.9278,1
6716,B-4539,COc1cc(ccc1O)C(O)=O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,-2.0496,1
6717,B-454,O=C(Nc1ccccc1)Nc2ccccc2,GWEHVDNNLFDJLR-UHFFFAOYSA-N,-3.1508,1
6718,B-4540,Nc1cc(Cl)cc(C(O)=O)c1Cl,HSSBORCLYSCBJR-UHFFFAOYSA-N,-2.4688,1
6719,B-4541,Nc1ccc(cc1)C(O)=O,ALYNCZNDIQEVRV-UHFFFAOYSA-N,-1.3511,1
6720,B-4542,OC(=O)c1c(O)cccc1O,AKEUNCKRJATALU-UHFFFAOYSA-N,-1.2074,1
6721,B-4548,CCCCOC(=O)c1ccc(O)cc1,QFOHBWFCKVYLES-UHFFFAOYSA-N,-2.9723,1
6722,B-455,CCc1cc(CC)cc(CC)c1,WJYMPXJVHNDZHD-UHFFFAOYSA-N,-7.0641,1
6723,B-4550,COC(=O)c1ccccc1O,OSWPMRLSEDHDFF-UHFFFAOYSA-N,-1.313,1
6724,B-4552,Nc1ccc(c(O)c1)C(=O)Oc2ccccc2,DNVVZWSVACQWJE-UHFFFAOYSA-N,-4.5152,1
6725,B-4553,COC(=O)c1ccc(N)cc1,LZXXNPOYQCLXRS-UHFFFAOYSA-N,-1.5974,1
6726,B-4554,CCCCCOC(=O)c1ccc(N)cc1,VKYWCHMXHQTCJQ-UHFFFAOYSA-N,-3.3499,1
6727,B-4555,CCCCCCCOC(=O)c1ccc(N)cc1,IAHJVNSZPMIREM-UHFFFAOYSA-N,-4.6001,1
6728,B-4556,CCCCCCCCOC(=O)c1ccc(N)cc1,XOEUGELJHSUYGP-UHFFFAOYSA-N,-5.3999,1
6729,B-4558,CCOC(C)OCC,DHKHKXVYLBGOIT-UHFFFAOYSA-N,-0.4291,1
6730,B-4559,COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N,0.506,1
6731,B-456,CCN(CC)CN(CC)CC,UNEXJVCWJSHFNN-UHFFFAOYSA-N,-0.1995,1
6732,B-4561,CC1OC(C)OC(C)O1,SQYNKIJPMDEDEG-UHFFFAOYSA-N,-0.0719,1
6733,B-4562,CCOCOCC,KLKFAASOGCDTDT-UHFFFAOYSA-N,-0.1726,1
6734,B-4563,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,-3.6444,1
6735,B-4564,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,ALEXXDVDDISNDU-JZYPGELDSA-N,-4.4577,1
6736,B-4565,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,ITRJWOMZKQRYTA-RFZYENFJSA-N,-4.3037,1
6737,B-4566,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,-3.2408,1
6738,B-4569,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,LRJOMUJRLNCICJ-JZYPGELDSA-N,-4.3692,1
6739,B-457,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,NSOXQYCFHDMMGV-UHFFFAOYSA-N,0.534,1
6740,B-4570,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)CC(=O)[C@H]23,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,-3.1097,1
6741,B-4571,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,-4.5526,1
6742,B-4572,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,GCKMFJBGXUYNAG-HLXURNFRSA-N,-3.9505,1
6743,B-4573,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,-4.0908,1
6744,B-4574,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,AEMFNILZOJDQLW-QAGGRKNESA-N,-3.6949,1
6745,B-4575,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,ZESRJSPZRDMNHY-YFWFAHHUSA-N,-3.7446,1
6746,B-4576,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O,XGMPVBXKDAHORN-RBWIMXSLSA-N,-4.1297,1
6747,B-4577,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,-4.7076,1
6748,B-4578,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,AAXVEMMRQDVLJB-BULBTXNYSA-N,-3.4342,1
6749,B-458,C=CCN(CC=C)CC=C,VPYJNCGUESNPMV-UHFFFAOYSA-N,-1.7395,1
6750,B-4580,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,FAOZLTXFLGPHNG-KNAQIMQKSA-N,-4.0986,1
6751,B-4581,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,AKUJBENLRBOFTD-RPRRAYFGSA-N,-4.9,1
6752,B-4582,FC1=CNC(=O)NC1=O,GHASVSINZRGABV-UHFFFAOYSA-N,-1.0689,1
6753,B-4583,CC1=CNC(=O)NC1=O,RWQNBRDOKXIBIV-UHFFFAOYSA-N,-1.5187,1
6754,B-4585,O=C1CNC(=O)N1,WJRBRSLFGCUECM-UHFFFAOYSA-N,-0.4016,1
6755,B-4586,CN1C=CC(=O)NC1=O,XBCXJKGHPABGSD-UHFFFAOYSA-N,-0.7998,1
6756,B-4590,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,WTYGAUXICFETTC-UHFFFAOYSA-N,-2.1693,1
6757,B-4591,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,FDQGNLOWMMVRQL-UHFFFAOYSA-N,-2.0608,1
6758,B-4593,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,VIROVYVQCGLCII-UHFFFAOYSA-N,-2.5743,1
6759,B-4597,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N,-1.712,1
6760,B-46,CC1=CC(=O)NC(=S)N1,HWGBHCRJGXAGEU-UHFFFAOYSA-N,-2.4259,1
6761,B-4601,Oc1cccnc1,GRFNBEZIAWKNCO-UHFFFAOYSA-N,-0.4557,1
6762,B-4603,[O-]c1cccc2[nH+]cccc12,GYESAYHWISMZOK-UHFFFAOYSA-N,-2.5417,1
6763,B-4604,Oc1ccc2ncccc2c1,OVYWMEWYEJLIER-UHFFFAOYSA-N,-2.1618,1
6764,B-4605,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,IMHBYKMAHXWHRP-UHFFFAOYSA-N,-4.5371,1
6765,B-4609,CCNc1nc(NC(C)(C)C)nc(SC)n1,IROINLKCQGIITA-UHFFFAOYSA-N,-3.9847,1
6766,B-461,CCCCN(CCCC)CCCC,IMFACGCPASFAPR-UHFFFAOYSA-N,-3.1157,1
6767,B-4613,CCNc1nc(Cl)nc(n1)N(CC)CC,HFBWPRKWDIRYNX-UHFFFAOYSA-N,-4.0601,1
6768,B-4614,CC(C)Nc1nc(N)nc(Cl)n1,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,-2.7063,1
6769,B-4615,CSc1nc(NC(C)C)nc(NC(C)C)n1,AAEVYOVXGOFMJO-UHFFFAOYSA-N,-3.8642,1
6770,B-4616,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,MZZBPDKVEFVLFF-UHFFFAOYSA-N,-3.151,1
6771,B-4617,CCNc1nc(NC(C)(C)C)nc(OC)n1,BCQMBFHBDZVHKU-UHFFFAOYSA-N,-3.2388,1
6772,B-4618,Brc1ccccn1,IMRWILPUOVGIMU-UHFFFAOYSA-N,-0.8806,1
6773,B-4620,NC1(CCCC1)C(O)=O,NILQLFBWTXNUOE-UHFFFAOYSA-N,-0.4122,1
6774,B-4622,NC(Cc1ccccc1)C(O)=O,COLNVLDHVKWLRT-UHFFFAOYSA-N,-1.0657,1
6775,B-4631,OC(=O)c1cccc(c1)C(O)=O,QQVIHTHCMHWDBS-UHFFFAOYSA-N,-3.2204,1
6776,B-4633,OC(=O)c1ccnc(c1)C(O)=O,MJIVRKPEXXHNJT-UHFFFAOYSA-N,-1.8268,1
6777,B-4634,OC(=O)c1ccc(nc1)C(O)=O,LVPMIMZXDYBCDF-UHFFFAOYSA-N,-2.1296,1
6778,B-4635,OC(=O)c1cccc(n1)C(O)=O,WJJMNDUMQPNECX-UHFFFAOYSA-N,-1.5241,1
6779,B-4636,OC(=O)c1ccncc1C(O)=O,MUYSADWCWFFZKR-UHFFFAOYSA-N,-1.8538,1
6780,B-4637,OC(=O)c1cncc(c1)C(O)=O,MPFLRYZEEAQMLQ-UHFFFAOYSA-N,-2.223,1
6781,B-4638,OC(=O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,-0.835,1
6782,B-464,BrCCc1ccccc1,WMPPDTMATNBGJN-UHFFFAOYSA-N,-3.6757,1
6783,B-4640,CCCCCCCC[S](=O)(=O)N[S](=O)(=O)CCCCCCCC,GLIMMBJQTXCOMG-UHFFFAOYSA-N,-3.9145,1
6784,B-4641,NC(=O)CCl,VXIVSQZSERGHQP-UHFFFAOYSA-N,-0.0166,1
6785,B-4642,NC(=O)CBr,JUIKUQOUMZUFQT-UHFFFAOYSA-N,0.0643,1
6786,B-4643,CCC(Cl)(CC)C(N)=O,AFVUGDZUMJEIHX-UHFFFAOYSA-N,-1.0289,1
6787,B-4645,NC(=O)C(Cl)CCl,SQGUQSRDWXDLIH-UHFFFAOYSA-N,-0.5138,1
6788,B-4646,CN(C(C)=O)c1ccccc1,LMTGCJANOQOGPI-UHFFFAOYSA-N,-0.951,1
6789,B-4647,CC(C)N(C(=O)CCl)c1ccccc1,MFOUDYKPLGXPGO-UHFFFAOYSA-N,-2.4806,1
6790,B-465,CNCc1ccccc1,RIWRFSMVIUAEBX-UHFFFAOYSA-N,0.9166,1
6791,B-4650,CCOCN(C(=O)CCl)c1c(C)cccc1CC,VTNQPKFIQCLBDU-UHFFFAOYSA-N,-3.0827,1
6792,B-468,CC(=O)Nc1ccc(C)cc1,YICAMJWHIUMFDI-UHFFFAOYSA-N,-2.0946,1
6793,B-47,NCCCC(O)=O,BTCSSZJGUNDROE-UHFFFAOYSA-N,1.1006,1
6794,B-470,CC(=O)Nc1ccc(cc1)/C=N/NC(N)=S,SRVJKTDHMYAMHA-WUXMJOGZSA-N,-3.429,1
6795,B-471,Cc1ccc(cc1)[S](O)(=O)=O,JOXIMZWYDAKGHI-UHFFFAOYSA-N,0.5564,1
6796,B-472,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,CMDKPGRTAQVGFQ-RMKNXTFCSA-N,-2.6995,1
6797,B-473,OCC(O)COc1ccc(Cl)cc1,MXOAEAUPQDYUQM-UHFFFAOYSA-N,-1.3067,1
6798,B-476,CCCCCCCCCCc1ccccc1,UZILCZKGXMQEQR-UHFFFAOYSA-N,-7.959,1
6799,B-478,OCC1CCC(CO)O1,YCZZQSFWHFBKMU-UHFFFAOYSA-N,0.8789,1
6800,B-48,C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O,DHZBEENLJMYSHQ-XCVPVQRUSA-N,-3.8156,1
6801,B-484,CCCC(O)C#C,LTFTWJYRQNTCHI-UHFFFAOYSA-N,-0.4121,1
6802,B-485,CCOC(=O)CCl,VEUUMBGHMNQHGO-UHFFFAOYSA-N,-0.8005,1
6803,B-486,COC(=O)CC(C)=O,WRQNANDWMGAFTP-UHFFFAOYSA-N,0.6341,1
6804,B-487,CCC(C)OC(C)=O,DCKVNWZUADLDEH-UHFFFAOYSA-N,-1.2727,1
6805,B-491,CCCC(=O)OCCOC(=O)CCC,SFTRWCBAYKQWCS-UHFFFAOYSA-N,-2.6069,1
6806,B-493,COCCOC(=O)CCCCC(=O)OCCOC,GVRNUDCCYWKHMV-UHFFFAOYSA-N,-1.2665,1
6807,B-496,CCCCCCC(=O)OCC,TVQGDYNRXLTQAP-UHFFFAOYSA-N,-2.7369,1
6808,B-497,CCCCCCCC(=O)OCC,YYZUSRORWSJGET-UHFFFAOYSA-N,-3.3907,1
6809,B-498,Oc1ccc(O)cc1.O=C2C=CC(=O)C=C2,BDJXVNRFAQSMAA-UHFFFAOYSA-N,-1.7305,1
6810,B-499,CCCCC(=O)CC,NGAZZOYFWWSOGK-UHFFFAOYSA-N,-1.4242,1
6811,B-5,CC(O)C(O)=O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,1.0454,1
6812,B-50,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,ZKHQWZAMYRWXGA-UHFFFAOYSA-N,0.2948,1
6813,B-501,O=C1CNC(=O)CN1,BXRNXXXXHLBUKK-UHFFFAOYSA-N,-0.8312,1
6814,B-502,CC(O)COC(C)CO,DUFKCOQISQKSAV-UHFFFAOYSA-N,0.8723,1
6815,B-504,CCCCCC(=O)CC,RHLVCLIPMVJYKS-UHFFFAOYSA-N,-1.693,1
6816,B-506,COC(=O)CCCCCCCCC(=O)OC,ALOUNLDAKADEEB-UHFFFAOYSA-N,-3.2831,1
6817,B-508,BrCC#C,YORCIIVHUBAYBQ-UHFFFAOYSA-N,-0.9022,1
6818,B-509,CCC#C,KDKYADYSIPSCCQ-UHFFFAOYSA-N,-1.2753,1
6819,B-51,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,BXNANOICGRISHX-UHFFFAOYSA-N,-5.3835,1
6820,B-510,CCCS,SUVIGLJNEAMWEG-UHFFFAOYSA-N,-1.6021,1
6821,B-511,ClCCBr,IBYHHJPAARCAIE-UHFFFAOYSA-N,-1.3177,1
6822,B-512,ClCC=C,OSDWBNJEKMUWAV-UHFFFAOYSA-N,-1.3562,1
6823,B-515,NCC=C,VVJKKWFAADXIJK-UHFFFAOYSA-N,1.2434,1
